X,Y,Status,Address,ByLaw,Details,StatusCode
,,Part IV, TWYN RIVERS DR ,25154,"Stott's Bridge; Twyn Rivers Drive, DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on June 24, 1997",1102
,,Listed, UNIVERSITY AVE ,,"Boer War Memorial; 1910, Walter Allward -adopted by City Council on June 20, 1973",1101
,,Listed, UNIVERSITY AVE ,,"Adam Beck Memorial; E. Hahn, 1934 -adopted by City Council on June 20, 1973",1101
,,Part IV,73 VICTORIA ST ,854-88,"Comstock Building; 1890, Denison and King -adopted by City Council on June 20, 1973, DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON OCTOBER 3, 1988, now merged into 75 Victoria Street",1102
,,Part IV,81 VICTORIA ST ,856-88,"The Strand Hotel; 1907-1908, Henry Simpson -adopted by City Council on July 11, 1988, DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON OCTOBER 3, 1988",1102
,,Listed, WALLACE AVE ,,"Wallace Avenue Footbridge; 1907, Frazer Matthews, Chief Engineer, Ontario Bridge Company, C.H. Rust, City Engineer;  Ontario Bridge Company (Bridge), contractors - City of Toronto Works Department (footings) -adopted by City Council on September 22 and 23",1101
,,Part IV,38 YONGE ST ,524-76,"SEE 181 Bay Street (BCE Place - John Crawford Block),  located within the Union Station Heritage Conservation District",1102
,,Part IV,40 YONGE ST ,524-76,"SEE 181 Bay Street (BCE Place - John Crawford Block),  located within the Union Station Heritage Conservation District",1102
,,Part IV,44 YONGE ST ,524-76,"SEE 181 Bay Street (BCE Place - William Cawthra Building), located within the Union Station Heritage Conservation District",1102
,,Part IV,85 YONGE ST ,527-76,"Jess Applegath Building, 1914, Hand, Harris & Merritt -adopted by City Council on Nov. 21 & 23, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Oct. 13, 1976 (heritage easement agreement, Registered CT919389, Dec. 17, 1987 (Amendment to heritage easement agreement, CT987387, March 9, 1988) NOW MERGED INTO 1 Adelaide St. East",1102
,,Part IV,1 IBMS - HPS  ,470-2004,"Richview Cemetery, opened 1853, extended 1886; DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 24, 2004",1102
,,Listed, MILLWOOD RD ,,"Leaside Bridge; SEE Millwood Rd; adopted by City Council on April 16, 2005",1101
,,Listed, SHERWAY DR ,,Middle Road Bridge,1101
,,Part IV, SHERWAY DR ,1986-281,"Middle Road Bridge, 1909 Barber and Young, Designers.  Designation By-law passed on December 15, 1986.",1102
,,Part IV, OLD MILL RD ,1163-87,"Old Mill Bridge; DESIGNATION BY-LAW PASSED BY ETOBICOKE CITY COUNCIL on Sept. 14, 1983",1102
,,Part IV,8 ST THOMAS ST ,243-2006   354-2006  1401-2007,"University Apartments; 1927, S.B. Coon, at Sultan St. (SW) -adopted by City Council on June 20, 1973; Designation by-law enacted by City Council on April 27, 2006, repealing by-law enacted by City Council on May 25, 2006; Designation By-law enacted by City Council December 13, 2007.",1102
,,Part IV,3 WELLINGTON ST W,602-83,SEE 181 Bay Street (BCE Place - Warehouse Store),1102
,,Part IV,5 WELLINGTON ST W,605-83,SEE 181 Bay Street (BCE Place - Charles Moore and Company Importers and Wholesale Grocers Warehouse),1102
,,Part IV,9 WELLINGTON ST W,603-83,SEE 181 Bay Street (BCE Place - Charles Moore and Company Importers and Wholesale Grocers Warehouse),1102
,,Part IV,11 WELLINGTON ST W,602-83,SEE 181 Bay Street (BCE Place - Warehouse Store - formerly moved from 11 Wellington Street West to 3 Wellington Street West),1102
,,Part IV,15 WELLINGTON ST W,515-75,"SEE 181 Bay Street (BCE Place - Commercial Bank) (heritage easement agreement registered as Instrument No. ct920104 on December 21, 1987)",1102
,,Listed, PALMERSTON BLVD ,,"Gates at College and Bloor Streets -adopted by City Council on June 20, 1973",1101
,,Listed, PALMERSTON BLVD ,,"Streetlamps; College Street to Bloor Street -adopted by City Council on June 20, 1973",1101
,,Part V,303 PARLIAMENT ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",1103
,,Part V,327 PARLIAMENT ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",1103
,,Listed,35 PEMBROKE ST ,,"House, 1881, now known as 200 Sherbourne Street -adopted by City Council on July 2, 1974",1101
,,Part IV,162 BLOOR ST W,714-80,"Church of the Redeemer; 1878-79, Smith & Gemmell -adopted by City Council on June 20, 1973, DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON on September 15, 1980 (heritage easement agreement, Registered CT167911, Oct. 11/84) (designation plaque - 1983)",1102
,,Listed,61 FRONT ST W,,"Postal Delivery Bldg., 1913-20, Ross & Macdonald, Hugh G. Jones, John M. Lyle -adopted by City Council on June 20, 1973",1101
,,Listed,5 BATHURST ST ,,"Now known as 5 Eireann Quay; Canada Malting Co.; J.S. Metcalfe, 1928 -adopted by City Council on June 20, 1973",1101
,,Part V,585 QUEEN ST W,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",1103
,,Listed,188 SHERBOURNE ST ,,"House -adopted by City Council on July 2, 1974",1101
,,Listed,765 QUEEN ST E,,"Postal Station G; 1912-13, E.J. Lennox; at Saulter St. (SW) -adopted by City Council on June 20, 1973",1101
,,Part V,430 WELLESLEY ST E,259-2004,"Part of the Cabbagetown North Heritage Conservation District, enacted by City Council on April 16, 2004",1103
,,Part V,71 CASTLE FRANK CRES ,115-2003,"Castle Frank site -adopted by City Council on May 18 & 19, 1989; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Part V,90 AMELIA ST ,259-2004,"Part of the Cabbagetown North Heritage Conservation District, enacted by City Council on April 16, 2004",1103
,,Part IV,2075 QUEEN ST E,12-77,"W.D. Young Memorial Drinking Fountain, 1919, Maurice Klein, -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Jan. 17, 1977",1102
,,Listed,2075 QUEEN ST E,,"Kew Williams House, 1902 (at 30 Lee Ave.) -adopted by City Council on April 1, 1982",1101
,,Part V,88 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003.",1103
,,Part V,88 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003.",1103
,,Part V,88 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by by City Council on Feb. 7, 2003.",1103
,,Part V,88 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb 7, 2003.",1103
,,Part V,78 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Part V,78 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Part V,78 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Part V,78 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Part V,1 CHESTNUT PK ,115-2003,"James Ryrie House; 1915, Burke, Horwood & White; at Roxborough St. E. (NE) -adopted by City Council on June 20, 1973; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Part V,1 CHESTNUT PK ,115-2003,"James Ryrie House; 1915, Burke, Horwood & White; at Roxborough St. E. (NE) -adopted by City Council on June 20, 1973; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Part V,1 CHESTNUT PK ,115-2003,"James Ryrie House; 1915, Burke, Horwood & White; at Roxborough St. E. (NE) -adopted by City Council on June 20, 1973; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Part IV,73 RICHMOND ST W,559-80,"Graphic Arts Bldg., 1913, F.S. Baker -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 23, 1980 (heritage easement agreement registered as Instrument No. E538821 on May 22, 2002)",1102
,,Part IV,336 BAY ST ,664-80,"Savarin Tavern; 1929, N.A. Armstrong, DEMOLISHED 1980, facade erected in interior courtyard, Now merged into 330 BAY ST. -adopted by City Council on Aug. 18, 1980, DESIGNATION BY-LAW PASSED BY CITY COUNCIL on August 18, 1980 (heritage easement agreement, ",1102
,,Part IV,96 BLOOR ST W,387-76,"S. Pearcy House; 1884, altered in 1926, Mathers & Haldenby; addition in 1963 (Lothian Mews), Webb, Zerafa & Menkes; altered in 1979-80, Daniel Li -adopted by City Council on Feb. 6, 1974 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on July 14, 1976 (heritage",1102
,,Part IV,147 KING ST E,280-81,"City Buildings, c.1839, attrib. J.G. Howard, Thomas Young -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on May 7, 1981",1102
,,Part IV,74 YORK ST ,1063-2009,"Commercial Bldgs; 1889 -adopted by City Council on June 20, 1973 (heritage easement agreement - reg. June 3/88, CT953952) (heritage easement agreement registered as instrument no. ca299026 on August 10, 1994 replaces H.E.A. #ct953952).  See 70 York Street. - Designation By-law enacted Novembver 25, 2009.",1102
,,Part IV,76 YORK ST ,1063-2009,"Commercial Bldgs; 1889 -adopted by City Council on June 20, 1973 (heritage easement agreement - reg. June 3/88, CT953952) (heritage easement agreement registered as instrument no. ca299026 on august 10, 1994 replaces H.E.A. #ct953952).  See 70 York Street - Designation By-law enacted November 25, 2009.",1102
,,Part IV,63 PARLIAMENT ST ,9-78,"Consumers' Gas Co. Station A, 1898, Bond & Smith; formerly known as 45 Parliament St & 296 Front Street East - adopted by City Council on June 20, 1973; DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Jan. 16, 1978; Heritage Easement Agreement registered as ",1102
,,Part IV,52 MILL ST ,301-97,"General Distilling Company Building; 1902-1906, David Roberts Jr., Architect (formerly 18 Trinity St); 1907, addition, Sproatt & Rolph - adopted by City Council on November 18, 1996, DESIGNATION BY-LAW PASSED BY CITY COUNCIL on June 23, 1997",1102
,,Part IV,285 JARVIS ST ,229-76,"Part of a row of houses at 285-291 Jarvis Street, 1890 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on May 12, 1976 (heritage easement agreement Instrument #CA169639 - registered on Dec. 10, 1991)",1102
,,Part IV,287 JARVIS ST ,229-76,"Part of a row of houses at 285-291 Jarvis Street, now known as 261 Jarvis St, 1890 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on May 12, 1976 (heritage easement agreement Instrument #CA169639 - registered on Dec. 1",1102
,,Part IV,289 JARVIS ST ,229-76,"Part of row housing at 285-291 Jarvis Street; 1890 -adopted by City Council on June 20, 1973 (heritage easement agreement, Instrument #CA169639 - registered on Dec. 10, 1991)",1102
,,Part IV,291 JARVIS ST ,229-76,"Part of row housing at 285-291 Jarvis Street; 1890; now known as 261 Jarvis St  -adopted by City Council on June 20, 1973 (heritage easement agreement, #CA169639 - Registered on December 10, 1991)",1102
,,Part IV,1109 YONGE ST ,526-76,"C.P.R. North Toronto Station; 1915-16, Darling & Pearson, adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on October 13, 1976. Previously designated under the Heritage Railway Stations Protection Act but removed because no longer owned by a Railway Company (to which the Railway Act applies (heritage easement agreement Registered as Instrument No. E134084 on Dec. 5, 1997)l; located within the South Rosedale Heritage Conservation District",1102
,,Listed,96 QUEEN ST E,,SEE 98 Queen St. East,1101
,,Part IV,61 YONGE ST ,449-76,SEE 67 Yonge Street,1102
,,Part IV,147 KING ST E,280-81,Part of 143-147 King St. East,1102
,,Part V,578 SPADINA AVE ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",1103
,,Part V,578 SPADINA AVE ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",1103
,,Part V,578 SPADINA AVE ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",1103
,,Part V,578 SPADINA AVE ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",1103
,,Part V,578 SPADINA AVE ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",1103
,,Part IV,0 EAST LIBERTY ST ,378-96,"Remnants of Central Prison, formerly known as 20 Strachan Av., addition 1877, Roman Catholic Chapel, attributed to Kivas Tully -adopted by City Council on Jan. 28 & Feb. 1, 1985 -DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 12 & 13, 1996 (heritage ",1102
,,Listed,468 WELLINGTON ST W,,"Butterick Publishing Building, 1915; Yolles and Rotenberg; adopted by City Council on May 17, 18, 19, 2005.  

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Part V,1 CHESTNUT PK ,115-2003,"James Ryrie House; 1915, Burke, Horwood & White; at Roxborough St. E. (NE) -adopted by City Council on June 20, 1973; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",1103
,,Part IV,2671 LAKE SHORE BLVD W,99-2015,"Council enacted designation by-law December 11, 2014.",1102
,,Part IV,2375 WESTON RD ,4097-82,"Plank Road Building; DESIGNATION BY-LAW PASSED BY YORK CITY COUNCIL on March 30, 1982l; Heritage Easement Agreement TB387812, registered on Feb. 3, 1987",1102
,,Listed,257 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,257 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,257 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Part IV,18 ST THOMAS ST ,74-2014,"DESIGNATION By-law 74-2014 enacted and passed January 30, 2014.

History:
Designation by-law 605-92 designating the property at 16 St. Thomas Street (Windsor Arms Hotel) of architectural value or interest. REPEALED BY BY-LAW 382-2012 COUNCIL MARCH 5, 2012.  Property is still a listed property and HEA is still in force.  

Windsor Arms Hotel; 1927, Kirk Hyslop -adopted by City Council on Oct. 31 & Nov. 4, 1983 DESIGNATION BY-LAW 605-92 passed by City Council on September 15, 1992 -Heritage Easement Agreement, Registered as Instrument No. CA430041 on October 1, 1996 (formerly known as 16 St. Thomas Street).   Neighbourhoods Committee Report 12, Clause 6, as adopted by the former City of Toronto Council on August 12 and 13, 1996.   .

",1102
,,Part V,10 SOHO ST ,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",1103
,,Part V,173 MADISON AVE ,553-2019,"Semi-detached house, 1893, W.M. White -adopted by City Council on Feb. 6, 1974.  Also part of the West Annex Phase 1 (Madison Avenue) Heritage Conservation District, enacted by LPAT Decision MM160011, dated January 10, 2019. ",1103
,,Part V,556 YONGE ST ,235-2016,"Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",1103
,,Part V,330 QUEEN ST W,979-2007,"Joshua J. Williams Stores, 1864 -adopted by City Council on Feb. 23, 1989.  

Convenience address is 330 Queen Street West.",1103
,,Part V,330 QUEEN ST W,979-2007,"Joshua J. Williams Stores, 1864 -adopted by City Council on Feb. 23, 1989.  

Convenience address is 330 Queen Street West.",1103
,,Part V,241-243 QUEEN ST W,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",1103
,,Listed,722 BRIMLEY RD ,,Mark Hunter House,1101
,,Listed,1615 BAYVIEW AVE ,,"Included on the Heritage Register by City Council on October 2, 2017.  
Midtown in Focus - Phase 1
",1101
,,Listed,18 DUNCAN ST ,,"Boarding Houses for Upper Canada College, c.1833; additions and alteration in 1856, Cumberland & Storm, (recently known as Ontario Cork Company) -adopted by City Council on August 13, 1984.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Part V,623 QUEEN ST W,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",1103
,,Part V,623 QUEEN ST W,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",1103
,,Listed,30 BEACONSFIELD AVE ,,"Semi-detached house; 1888-1881; -adopted by City Council on Sept. 29, 30 and Oct. 4, 1976",1101
,,Part IV,2669 LAKE SHORE BLVD W,99-2015,"Council enacted designation by-law December 11, 2014.",1102
,,Listed,257 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,257 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,208 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,208 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,208 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
